state,zipcode,total_pop,total_income,country,avg_income
AK,0,345220,25354974,USA,73445.8432304038
AK,99501,7690,612242,USA,79615.34460338102
AK,99502,11860,1000685,USA,84374.7892074199
AK,99503,7510,462394,USA,61570.43941411452
AK,99504,19440,1176109,USA,60499.4341563786
AK,99505,2280,95855,USA,42041.666666666664
AK,99506,2950,123224,USA,41770.84745762712
AK,99507,18470,1505759,USA,81524.5804006497
AK,99508,15170,881183,USA,58087.211601845745
AK,99515,11140,1081486,USA,97081.32854578097
AK,99516,9780,1525045,USA,155935.07157464212
AK,99517,8060,670063,USA,83134.36724565757
AK,99518,5190,360329,USA,69427.55298651253
AK,99540,160,12179,USA,76118.75
AK,99556,1080,63140,USA,58462.96296296296
AK,99559,3090,190402,USA,61618.77022653721
AK,99567,4160,350830,USA,84334.13461538461
AK,99568,130,8460,USA,65076.92307692308
AK,99572,220,14656,USA,66618.18181818182
AK,99573,440,22863,USA,51961.36363636363
AK,99577,12770,1201986,USA,94125.7635082224
AK,99586,230,11199,USA,48691.30434782609
AK,99588,660,40654,USA,61596.969696969696
AK,99603,5550,391997,USA,70630.09009009009
AK,99610,1080,76005,USA,70375
AK,99611,6450,454648,USA,70488.06201550388
AK,99615,6250,400538,USA,64086.08
AK,99631,140,9912,USA,70800
AK,99639,610,37053,USA,60742.62295081967
AK,99645,13180,993654,USA,75391.04704097117
AK,99654,15060,1106246,USA,73455.90969455511
AK,99664,2260,146233,USA,64704.86725663717
AK,99669,7680,612402,USA,79739.84375
AK,99672,1630,118334,USA,72597.54601226994
AK,99674,690,39601,USA,57392.75362318841
AK,99676,960,55877,USA,58205.208333333336
AK,99686,2000,170342,USA,85171
AK,99688,1320,78000,USA,59090.90909090909
AK,99701,8110,471980,USA,58197.28729963009
AK,99702,1290,57606,USA,44655.813953488374
AK,99703,3320,132232,USA,39828.9156626506
AK,99705,9040,629505,USA,69635.50884955752
AK,99709,10920,849069,USA,77753.57142857143
AK,99712,4420,367212,USA,83079.63800904977
AK,99714,450,30629,USA,68064.44444444444
AK,99737,1840,122002,USA,66305.4347826087
AK,99743,600,45476,USA,75793.33333333333
AK,99760,320,20087,USA,62771.875
AK,99780,800,42210,USA,52762.5
AK,99801,12210,934332,USA,76521.86732186732
AK,99824,1130,90831,USA,80381.41592920353
AK,99827,1270,88825,USA,69940.94488188977
AK,99833,1700,114471,USA,67335.88235294117
AK,99835,4470,316394,USA,70781.65548098434
AK,99901,6280,437711,USA,69699.20382165605
AK,99999,69840,4502817,USA,64473.32474226804
AL,0,2036290,125478058,USA,61620.917452818605
AL,35004,5200,302269,USA,58128.653846153844
AL,35005,3190,130555,USA,40926.33228840125
AL,35006,1240,65411,USA,52750.8064516129
AL,35007,12050,743431,USA,61695.51867219917
AL,35010,7840,410413,USA,52348.59693877551
AL,35014,1600,79981,USA,49988.125
AL,35016,7210,385033,USA,53402.63522884882
AL,35019,890,44467,USA,49962.92134831461
AL,35020,8950,254213,USA,28403.687150837988
AL,35022,10170,597418,USA,58743.166175024584
AL,35023,10120,500960,USA,49501.97628458498
AL,35031,2960,132958,USA,44918.24324324324
AL,35033,1370,78406,USA,57230.65693430657
AL,35034,1310,53827,USA,41089.31297709924
AL,35035,570,50773,USA,89075.43859649122
AL,35040,7880,451614,USA,57311.42131979695
AL,35042,2240,109244,USA,48769.642857142855
AL,35043,5610,496527,USA,88507.48663101604
AL,35044,3110,139751,USA,44936.01286173634
AL,35045,5570,279193,USA,50124.41651705565
AL,35046,2320,144501,USA,62284.91379310345
AL,35049,1570,84597,USA,53883.43949044586
AL,35051,3420,226050,USA,66096.49122807017
AL,35053,1100,80598,USA,73270.90909090909
AL,35054,1780,132480,USA,74426.96629213484
AL,35055,8060,452074,USA,56088.58560794045
AL,35057,5330,312812,USA,58688.93058161351
AL,35058,4230,235723,USA,55726.47754137116
AL,35061,620,22649,USA,36530.645161290326
AL,35062,3220,190921,USA,59292.23602484472
AL,35063,1220,55770,USA,45713.11475409836
AL,35064,4060,144789,USA,35662.315270935964
AL,35068,3840,198913,USA,51800.260416666664
AL,35071,7600,502675,USA,66141.44736842105
AL,35072,1790,71828,USA,40127.374301675976
AL,35073,940,36515,USA,38845.744680851065
AL,35077,5300,237000,USA,44716.981132075474
AL,35078,940,56495,USA,60101.063829787236
AL,35079,3570,198085,USA,55485.9943977591
AL,35080,8270,625720,USA,75661.42684401451
AL,35083,1170,57315,USA,48987.179487179485
AL,35085,3400,162834,USA,47892.35294117647
AL,35087,830,35784,USA,43113.25301204819
AL,35089,740,26192,USA,35394.59459459459
AL,35091,1330,95978,USA,72163.90977443609
AL,35094,6330,385992,USA,60978.1990521327
AL,35096,3450,187502,USA,54348.40579710145
AL,35097,760,37403,USA,49214.47368421053
AL,35098,560,25480,USA,45500
AL,35111,7290,481018,USA,65983.26474622771
AL,35114,3160,216757,USA,68593.98734177215
AL,35115,5350,254473,USA,47565.04672897196
AL,35116,2040,136083,USA,66707.35294117648
AL,35117,2710,180055,USA,66440.9594095941
AL,35118,1320,65205,USA,49397.72727272727
AL,35120,6370,364187,USA,57172.21350078493
AL,35121,5880,322724,USA,54885.034013605444
AL,35124,11830,1004652,USA,84924.09129332207
AL,35125,4460,205579,USA,46093.94618834081
AL,35126,9540,510996,USA,53563.522012578615
AL,35127,4350,227002,USA,52184.36781609195
AL,35128,4360,285361,USA,65449.77064220184
AL,35130,1250,57256,USA,45804.8
AL,35131,1570,68566,USA,43672.611464968155
AL,35133,1680,85740,USA,51035.71428571428
AL,35135,810,47029,USA,58060.49382716049
AL,35136,660,33733,USA,51110.606060606064
AL,35143,1240,72578,USA,58530.645161290326
AL,35146,4620,322554,USA,69816.88311688312
AL,35147,2330,178979,USA,76815.02145922747
AL,35148,1080,48376,USA,44792.59259259259
AL,35150,7000,310258,USA,44322.57142857143
AL,35151,2940,153808,USA,52315.6462585034
AL,35160,9610,410515,USA,42717.48178980229
AL,35171,1340,74603,USA,55673.880597014926
AL,35172,1140,50985,USA,44723.68421052631
AL,35173,13140,1206986,USA,91855.8599695586
AL,35175,2090,124230,USA,59440.19138755981
AL,35176,330,15120,USA,45818.181818181816
AL,35178,1450,74912,USA,51663.44827586207
AL,35179,3890,209089,USA,53750.38560411311
AL,35180,5750,346335,USA,60232.17391304348
AL,35183,290,13979,USA,48203.44827586207
AL,35184,2090,99151,USA,47440.66985645933
AL,35186,2060,151824,USA,73700.97087378641
AL,35188,1140,64947,USA,56971.05263157895
AL,35203,1440,190356,USA,132191.66666666666
AL,35204,3370,92991,USA,27593.768545994066
AL,35205,7590,493898,USA,65072.20026350461
AL,35206,6400,206374,USA,32245.9375
AL,35207,3110,83836,USA,26956.913183279743
AL,35208,5500,160164,USA,29120.727272727272
AL,35209,11970,1401725,USA,117103.1746031746
AL,35210,6670,443870,USA,66547.2263868066
AL,35211,9960,321884,USA,32317.670682730924
AL,35212,4450,173159,USA,38912.13483146067
AL,35213,7160,1779399,USA,248519.41340782124
AL,35214,8140,312923,USA,38442.62899262899
AL,35215,19620,680951,USA,34706.98267074414
AL,35216,16190,1536708,USA,94917.1093267449
AL,35217,4900,175230,USA,35761.22448979592
AL,35218,2430,63675,USA,26203.703703703704
AL,35221,1700,48994,USA,28820
AL,35222,4050,415884,USA,102687.4074074074
AL,35223,5560,2070274,USA,372351.43884892086
AL,35224,2130,66815,USA,31368.544600938967
AL,35226,16940,1787410,USA,105514.1676505313
AL,35228,4130,125234,USA,30323.002421307505
AL,35233,940,78684,USA,83706.3829787234
AL,35234,1760,47103,USA,26763.068181818184
AL,35235,9260,402570,USA,43474.082073434125
AL,35242,25910,3749843,USA,144725.70436125048
AL,35243,10280,1515130,USA,147386.18677042803
AL,35244,16680,1718822,USA,103046.88249400479
AL,35401,9970,356339,USA,35741.123370110334
AL,35404,8040,338594,USA,42113.6815920398
AL,35405,18530,928260,USA,50094.98111171074
AL,35406,6970,1011606,USA,145137.1592539455
AL,35441,440,20224,USA,45963.63636363637
AL,35442,1800,66328,USA,36848.88888888889
AL,35443,690,21904,USA,31744.927536231884
AL,35444,1550,82241,USA,53058.709677419356
AL,35446,840,41646,USA,49578.57142857143
AL,35447,1230,51644,USA,41986.9918699187
AL,35452,1610,89717,USA,55724.84472049689
AL,35453,4740,239852,USA,50601.68776371308
AL,35456,1820,85257,USA,46844.505494505494
AL,35458,230,11555,USA,50239.13043478261
AL,35459,320,12316,USA,38487.5
AL,35460,210,6317,USA,30080.95238095238
AL,35461,670,32427,USA,48398.50746268657
AL,35462,1820,63059,USA,34647.8021978022
AL,35463,780,41720,USA,53487.179487179485
AL,35464,180,4685,USA,26027.777777777777
AL,35466,2230,119702,USA,53678.026905829596
AL,35469,120,5037,USA,41975
AL,35470,1860,81738,USA,43945.16129032258
AL,35473,7250,447488,USA,61722.48275862069
AL,35474,2880,148299,USA,51492.708333333336
AL,35475,7060,583872,USA,82701.4164305949
AL,35476,3410,150479,USA,44128.739002932554
AL,35480,680,39584,USA,58211.76470588235
AL,35481,1300,53448,USA,41113.846153846156
AL,35490,1820,107652,USA,59149.45054945055
AL,35501,3620,163353,USA,45125.13812154696
AL,35503,3330,171923,USA,51628.52852852853
AL,35504,5260,342415,USA,65097.90874524715
AL,35540,900,43573,USA,48414.444444444445
AL,35541,1320,85811,USA,65008.333333333336
AL,35542,430,19880,USA,46232.558139534885
AL,35543,350,15209,USA,43454.28571428572
AL,35544,220,9821,USA,44640.90909090909
AL,35546,1500,73232,USA,48821.333333333336
AL,35548,560,21280,USA,38000
AL,35549,1360,56305,USA,41400.73529411765
AL,35550,1850,88217,USA,47684.86486486487
AL,35552,370,27569,USA,74510.81081081081
AL,35553,1680,83468,USA,49683.333333333336
AL,35554,420,20929,USA,49830.95238095238
AL,35555,3640,166249,USA,45672.8021978022
AL,35563,1540,72857,USA,47309.74025974026
AL,35564,790,33424,USA,42308.86075949367
AL,35565,4670,213916,USA,45806.42398286938
AL,35570,3930,174684,USA,44448.85496183206
AL,35571,320,14482,USA,45256.25
AL,35572,400,23590,USA,58975
AL,35574,560,27230,USA,48625
AL,35575,370,16286,USA,44016.21621621621
AL,35576,1180,58018,USA,49167.79661016949
AL,35578,1840,82002,USA,44566.30434782609
AL,35579,1180,53659,USA,45473.72881355932
AL,35580,1460,69727,USA,47758.21917808219
AL,35581,1890,78605,USA,41589.94708994709
AL,35582,1620,88251,USA,54475.92592592593
AL,35585,600,27400,USA,45666.666666666664
AL,35586,1560,69321,USA,44436.53846153846
AL,35587,310,16054,USA,51787.096774193546
AL,35592,1670,77418,USA,46358.08383233533
AL,35593,670,30084,USA,44901.49253731343
AL,35594,2880,150392,USA,52219.444444444445
AL,35601,13500,659712,USA,48867.555555555555
AL,35603,14270,977588,USA,68506.51716888578
AL,35610,740,36822,USA,49759.45945945946
AL,35611,10330,514537,USA,49809.97095837367
AL,35613,9780,815009,USA,83334.25357873211
AL,35614,3050,144951,USA,47524.91803278688
AL,35616,1400,67057,USA,47897.857142857145
AL,35618,750,29159,USA,38878.666666666664
AL,35619,2060,110141,USA,53466.50485436893
AL,35620,3760,200083,USA,53213.563829787236
AL,35621,1200,60715,USA,50595.833333333336
AL,35622,2760,126578,USA,45861.59420289855
AL,35630,12550,574613,USA,45785.89641434263
AL,35633,8540,477118,USA,55868.61826697892
AL,35634,4560,359335,USA,78801.5350877193
AL,35640,10810,656758,USA,60754.67160037003
AL,35643,1270,55880,USA,44000
AL,35645,5800,391900,USA,67568.96551724138
AL,35646,1790,84806,USA,47377.65363128491
AL,35647,440,23179,USA,52679.545454545456
AL,35648,1570,80219,USA,51094.90445859873
AL,35650,5450,274852,USA,50431.55963302752
AL,35651,410,19763,USA,48202.439024390245
AL,35652,3470,204063,USA,58807.78097982709
AL,35653,4410,200184,USA,45393.19727891157
AL,35654,3000,130806,USA,43602
AL,35660,3740,152278,USA,40716.04278074866
AL,35661,7940,504595,USA,63551.00755667506
AL,35670,3190,175126,USA,54898.43260188088
AL,35671,920,50040,USA,54391.30434782609
AL,35672,2400,122267,USA,50944.583333333336
AL,35673,3410,182574,USA,53540.76246334311
AL,35674,8030,432706,USA,53886.17683686177
AL,35677,710,30781,USA,43353.52112676056
AL,35739,2200,116838,USA,53108.181818181816
AL,35740,1260,58690,USA,46579.36507936508
AL,35741,1540,169311,USA,109942.20779220779
AL,35744,940,40313,USA,42886.17021276596
AL,35746,350,14961,USA,42745.71428571428
AL,35747,2480,148263,USA,59783.467741935485
AL,35748,3360,299654,USA,89182.73809523809
AL,35749,12080,857591,USA,70992.63245033112
AL,35750,6030,325147,USA,53921.55887230514
AL,35752,810,39590,USA,48876.543209876545
AL,35754,2260,127889,USA,56588.05309734513
AL,35755,290,16978,USA,58544.8275862069
AL,35756,9130,823429,USA,90189.3756845564
AL,35757,7770,601809,USA,77452.89575289575
AL,35758,21560,2066909,USA,95867.76437847866
AL,35759,4440,316300,USA,71238.73873873874
AL,35760,2110,112390,USA,53265.40284360189
AL,35761,5350,357408,USA,66805.2336448598
AL,35763,9020,1029314,USA,114114.63414634146
AL,35764,240,9241,USA,38504.166666666664
AL,35765,1450,62747,USA,43273.793103448275
AL,35768,4580,223423,USA,48782.31441048035
AL,35769,4170,316625,USA,75929.25659472423
AL,35771,1380,63098,USA,45723.188405797104
AL,35772,1800,80085,USA,44491.666666666664
AL,35773,5690,319237,USA,56104.92091388401
AL,35775,340,13624,USA,40070.58823529412
AL,35776,1440,64404,USA,44725
AL,35801,10480,1320028,USA,125956.87022900763
AL,35802,11470,1099678,USA,95874.28073234524
AL,35803,13730,1108672,USA,80748.14275309541
AL,35805,7820,218090,USA,27888.746803069054
AL,35806,12190,919055,USA,75394.17555373257
AL,35808,430,41463,USA,96425.58139534884
AL,35810,13430,472617,USA,35191.13924050633
AL,35811,12780,824683,USA,64529.186228482
AL,35816,5630,174997,USA,31082.948490230905
AL,35824,4600,389956,USA,84773.04347826086
AL,35901,7320,460470,USA,62905.737704918036
AL,35903,7160,294669,USA,41154.88826815643
AL,35904,5250,213710,USA,40706.666666666664
AL,35905,2690,139707,USA,51935.687732342005
AL,35906,4440,244166,USA,54992.342342342345
AL,35907,4010,271035,USA,67589.77556109725
AL,35950,8600,360905,USA,41965.6976744186
AL,35951,5010,212481,USA,42411.37724550898
AL,35952,2710,120138,USA,44331.365313653136
AL,35953,3040,161133,USA,53004.27631578947
AL,35954,4580,183734,USA,40116.593886462884
AL,35956,3510,160743,USA,45795.72649572649
AL,35957,6260,271639,USA,43392.81150159745
AL,35958,1160,56174,USA,48425.862068965514
AL,35959,1820,87085,USA,47848.9010989011
AL,35960,3770,194749,USA,51657.55968169761
AL,35961,2210,83707,USA,37876.470588235294
AL,35962,2620,111156,USA,42425.95419847328
AL,35963,620,23690,USA,38209.67741935484
AL,35966,1310,59017,USA,45051.14503816794
AL,35967,6300,301529,USA,47861.746031746035
AL,35968,2230,119074,USA,53396.41255605381
AL,35971,1780,80617,USA,45290.449438202246
AL,35972,500,24071,USA,48142
AL,35973,1000,43228,USA,43228
AL,35974,710,28786,USA,40543.66197183099
AL,35975,350,17040,USA,48685.71428571428
AL,35976,7080,482190,USA,68105.93220338984
AL,35978,2020,107655,USA,53294.55445544555
AL,35979,530,21533,USA,40628.301886792455
AL,35980,1820,74775,USA,41085.16483516483
AL,35981,740,33631,USA,45447.2972972973
AL,35983,1430,67298,USA,47061.53846153846
AL,35984,780,41365,USA,53032.05128205128
AL,35986,3250,158378,USA,48731.692307692305
AL,35987,980,46941,USA,47898.97959183674
AL,35988,690,28756,USA,41675.36231884058
AL,35989,1290,66391,USA,51465.891472868214
AL,36003,760,36905,USA,48559.21052631579
AL,36005,670,30455,USA,45455.22388059701
AL,36006,540,27131,USA,50242.59259259259
AL,36009,1030,51791,USA,50282.52427184466
AL,36010,2000,77662,USA,38831
AL,36013,190,19788,USA,104147.36842105263
AL,36016,1230,48378,USA,39331.707317073175
AL,36017,490,16488,USA,33648.97959183674
AL,36020,530,23249,USA,43866.03773584906
AL,36022,5950,383274,USA,64415.79831932773
AL,36024,2660,162794,USA,61200.751879699244
AL,36025,1650,80660,USA,48884.84848484849
AL,36026,450,33700,USA,74888.88888888889
AL,36027,5860,273630,USA,46694.53924914676
AL,36028,690,29257,USA,42401.44927536232
AL,36029,400,23172,USA,57930
AL,36030,200,7627,USA,38135
AL,36032,1020,36537,USA,35820.58823529412
AL,36033,1490,61036,USA,40963.75838926175
AL,36034,310,13383,USA,43170.967741935485
AL,36035,810,36815,USA,45450.61728395062
AL,36036,770,33656,USA,43709.09090909091
AL,36037,5350,244066,USA,45619.81308411215
AL,36039,110,3259,USA,29627.272727272728
AL,36040,1440,46353,USA,32189.583333333332
AL,36041,560,24209,USA,43230.357142857145
AL,36042,550,25344,USA,46080
AL,36043,1590,92320,USA,58062.89308176101
AL,36046,540,26062,USA,48262.96296296296
AL,36047,560,22069,USA,39408.92857142857
AL,36048,500,17566,USA,35132
AL,36049,2230,103802,USA,46547.98206278027
AL,36051,920,43926,USA,47745.65217391304
AL,36052,380,33396,USA,87884.21052631579
AL,36053,750,25749,USA,34332
AL,36054,6600,350285,USA,53073.48484848485
AL,36064,5240,546380,USA,104270.99236641222
AL,36066,9100,565843,USA,62180.54945054945
AL,36067,11060,626626,USA,56656.962025316454
AL,36069,760,37806,USA,49744.73684210526
AL,36071,330,11711,USA,35487.87878787879
AL,36075,790,34841,USA,44102.53164556962
AL,36078,5510,286821,USA,52054.627949183305
AL,36079,3710,191115,USA,51513.477088948785
AL,36080,1040,69625,USA,66947.11538461539
AL,36081,5690,307994,USA,54128.99824253075
AL,36083,3220,110726,USA,34386.95652173913
AL,36088,970,28955,USA,29850.515463917527
AL,36089,2940,97979,USA,33326.19047619047
AL,36091,1450,69706,USA,48073.10344827586
AL,36092,8790,452801,USA,51513.196814562005
AL,36093,5200,408396,USA,78537.69230769231
AL,36104,2570,110398,USA,42956.42023346303
AL,36105,4180,144022,USA,34455.02392344498
AL,36106,6430,506436,USA,78761.43079315708
AL,36107,2840,89242,USA,31423.23943661972
AL,36108,7050,205968,USA,29215.31914893617
AL,36109,11060,553570,USA,50051.53707052441
AL,36110,4440,125403,USA,28243.91891891892
AL,36111,5640,407563,USA,72262.94326241135
AL,36113,330,22683,USA,68736.36363636363
AL,36115,260,13322,USA,51238.46153846154
AL,36116,18030,779788,USA,43249.47310038824
AL,36117,22550,1696025,USA,75211.75166297118
AL,36201,6240,199806,USA,32020.19230769231
AL,36203,8400,446148,USA,53112.857142857145
AL,36205,340,17521,USA,51532.35294117647
AL,36206,4510,187068,USA,41478.49223946785
AL,36207,8300,534270,USA,64369.87951807229
AL,36250,2100,113320,USA,53961.90476190476
AL,36251,2030,93749,USA,46181.773399014775
AL,36255,380,32446,USA,85384.21052631579
AL,36256,600,27455,USA,45758.333333333336
AL,36258,660,30751,USA,46592.42424242424
AL,36260,1630,71644,USA,43953.37423312883
AL,36262,530,22893,USA,43194.339622641506
AL,36263,220,10926,USA,49663.63636363637
AL,36264,3400,176324,USA,51860
AL,36265,7620,385187,USA,50549.475065616796
AL,36266,2250,101276,USA,45011.555555555555
AL,36268,2300,104112,USA,45266.086956521736
AL,36269,470,20672,USA,43982.97872340425
AL,36271,2460,124607,USA,50653.25203252032
AL,36272,4700,207952,USA,44245.10638297872
AL,36273,1050,57421,USA,54686.666666666664
AL,36274,4250,169482,USA,39878.117647058825
AL,36276,880,40228,USA,45713.63636363637
AL,36277,2330,109426,USA,46963.94849785408
AL,36278,1900,117615,USA,61902.63157894737
AL,36279,1060,49741,USA,46925.47169811321
AL,36280,1490,71106,USA,47722.14765100671
AL,36301,15550,750238,USA,48246.81672025724
AL,36303,12590,768458,USA,61037.172359015094
AL,36305,6990,616712,USA,88227.7539341917
AL,36310,2410,116486,USA,48334.439834024895
AL,36311,1060,52366,USA,49401.88679245283
AL,36312,2480,127076,USA,51240.32258064516
AL,36314,240,10610,USA,44208.333333333336
AL,36316,750,40203,USA,53604
AL,36317,170,6855,USA,40323.529411764706
AL,36318,480,24826,USA,51720.833333333336
AL,36319,880,46216,USA,52518.181818181816
AL,36320,1360,56416,USA,41482.35294117647
AL,36321,780,34868,USA,44702.5641025641
AL,36322,3410,149816,USA,43934.310850439884
AL,36323,2950,134898,USA,45728.13559322034
AL,36330,15320,918123,USA,59929.69973890339
AL,36340,1990,88931,USA,44688.94472361809
AL,36343,580,22009,USA,37946.55172413793
AL,36344,2130,99832,USA,46869.48356807512
AL,36345,3570,212042,USA,59395.51820728291
AL,36346,580,27891,USA,48087.93103448276
AL,36350,3090,166938,USA,54025.2427184466
AL,36351,1490,85397,USA,57313.42281879194
AL,36352,2150,129083,USA,60038.604651162794
AL,36353,840,38391,USA,45703.57142857143
AL,36360,7810,375968,USA,48139.3085787452
AL,36362,1400,74744,USA,53388.57142857143
AL,36370,350,15866,USA,45331.42857142857
AL,36373,210,7424,USA,35352.380952380954
AL,36374,490,25517,USA,52075.510204081635
AL,36375,2870,128873,USA,44903.484320557494
AL,36376,870,37311,USA,42886.206896551725
AL,36401,2750,111387,USA,40504.36363636363
AL,36420,4390,239250,USA,54498.86104783599
AL,36421,3570,221773,USA,62121.28851540616
AL,36425,330,10548,USA,31963.636363636364
AL,36426,5590,262530,USA,46964.22182468694
AL,36432,910,34866,USA,38314.28571428572
AL,36435,190,5417,USA,28510.526315789473
AL,36436,180,7621,USA,42338.88888888889
AL,36441,1470,69614,USA,47356.462585034016
AL,36442,1140,47597,USA,41751.75438596491
AL,36444,220,8106,USA,36845.454545454544
AL,36445,1550,64807,USA,41810.967741935485
AL,36451,1820,96761,USA,53165.38461538462
AL,36453,870,43697,USA,50226.4367816092
AL,36456,650,30108,USA,46320
AL,36460,3350,176230,USA,52605.97014925373
AL,36467,3690,166439,USA,45105.42005420054
AL,36471,360,12765,USA,35458.333333333336
AL,36474,1100,53224,USA,48385.454545454544
AL,36475,710,31875,USA,44894.3661971831
AL,36477,1710,75916,USA,44395.3216374269
AL,36480,680,34066,USA,50097.05882352941
AL,36481,100,3108,USA,31080
AL,36482,350,12143,USA,34694.28571428572
AL,36483,170,6716,USA,39505.882352941175
AL,36502,6060,259288,USA,42786.798679867985
AL,36505,620,34490,USA,55629.032258064515
AL,36507,8040,411709,USA,51207.58706467662
AL,36509,750,28131,USA,37508
AL,36511,370,14551,USA,39327.02702702703
AL,36518,1010,65631,USA,64981.18811881188
AL,36521,1990,107922,USA,54232.1608040201
AL,36522,2720,129102,USA,47463.970588235294
AL,36523,990,48493,USA,48982.82828282828
AL,36524,410,17199,USA,41948.78048780488
AL,36525,810,44403,USA,54818.51851851852
AL,36526,15800,1209247,USA,76534.62025316455
AL,36527,7200,739518,USA,102710.83333333333
AL,36528,830,69665,USA,83933.73493975903
AL,36529,230,11553,USA,50230.434782608696
AL,36530,3390,211634,USA,62428.90855457227
AL,36532,14800,1416766,USA,95727.43243243243
AL,36535,14000,673450,USA,48103.57142857143
AL,36538,150,5426,USA,36173.333333333336
AL,36539,280,14750,USA,52678.57142857143
AL,36540,370,12765,USA,34500
AL,36541,5790,305289,USA,52726.94300518135
AL,36542,6970,451137,USA,64725.53802008608
AL,36544,4400,188446,USA,42828.63636363637
AL,36545,3520,183351,USA,52088.35227272727
AL,36548,480,27217,USA,56702.083333333336
AL,36549,2400,138457,USA,57690.416666666664
AL,36551,4070,218353,USA,53649.38574938575
AL,36553,1250,55120,USA,44096
AL,36555,600,52828,USA,88046.66666666667
AL,36558,1280,70924,USA,55409.375
AL,36560,1240,45058,USA,36337.096774193546
AL,36561,4160,402629,USA,96785.81730769231
AL,36562,730,33299,USA,45615.068493150684
AL,36567,5880,285120,USA,48489.795918367345
AL,36569,310,17037,USA,54958.06451612903
AL,36571,7160,438414,USA,61231.00558659218
AL,36572,2960,187881,USA,63473.31081081081
AL,36574,560,31770,USA,56732.142857142855
AL,36575,8660,458579,USA,52953.695150115476
AL,36576,2130,113199,USA,53145.07042253521
AL,36578,870,53033,USA,60957.471264367814
AL,36579,690,39293,USA,56946.3768115942
AL,36580,2720,127670,USA,46937.5
AL,36582,9900,532044,USA,53741.818181818184
AL,36583,250,14112,USA,56448
AL,36584,260,13904,USA,53476.92307692308
AL,36585,370,18461,USA,49894.59459459459
AL,36587,4070,202220,USA,49685.50368550369
AL,36602,440,37356,USA,84900
AL,36603,2390,65421,USA,27372.803347280336
AL,36604,3780,235692,USA,62352.380952380954
AL,36605,10380,363105,USA,34981.21387283237
AL,36606,8030,371080,USA,46211.70610211706
AL,36607,2500,157305,USA,62922
AL,36608,15650,1313695,USA,83942.17252396166
AL,36609,10280,504539,USA,49079.669260700386
AL,36610,3810,87169,USA,22879.002624671917
AL,36611,2450,79025,USA,32255.102040816328
AL,36612,1540,38415,USA,24944.805194805194
AL,36613,4680,178405,USA,38120.72649572649
AL,36617,4970,150741,USA,30330.181086519115
AL,36618,7560,309460,USA,40933.862433862436
AL,36619,6330,374050,USA,59091.62717219589
AL,36693,8600,532237,USA,61888.023255813954
AL,36695,21810,1495936,USA,68589.45437872535
AL,36701,8330,353111,USA,42390.27611044418
AL,36703,4120,136061,USA,33024.51456310679
AL,36720,300,7890,USA,26300
AL,36722,130,4647,USA,35746.153846153844
AL,36726,1810,77607,USA,42876.7955801105
AL,36728,230,9746,USA,42373.913043478264
AL,36732,3300,172902,USA,52394.545454545456
AL,36736,480,18925,USA,39427.083333333336
AL,36738,350,13041,USA,37260
AL,36740,450,16124,USA,35831.11111111111
AL,36742,920,50390,USA,54771.739130434784
AL,36744,2530,97070,USA,38367.58893280632
AL,36748,1220,57642,USA,47247.54098360656
AL,36749,360,14603,USA,40563.88888888889
AL,36750,1170,58109,USA,49665.81196581197
AL,36751,310,8962,USA,28909.677419354837
AL,36752,710,39500,USA,55633.80281690141
AL,36756,1950,76184,USA,39068.717948717946
AL,36758,480,22622,USA,47129.166666666664
AL,36759,580,20550,USA,35431.03448275862
AL,36761,380,14099,USA,37102.63157894737
AL,36765,460,15289,USA,33236.95652173913
AL,36767,710,21631,USA,30466.197183098593
AL,36768,300,10323,USA,34410
AL,36769,1060,38638,USA,36450.943396226416
AL,36773,130,3793,USA,29176.923076923078
AL,36775,290,13169,USA,45410.34482758621
AL,36776,600,18444,USA,30740
AL,36782,860,39657,USA,46112.79069767442
AL,36783,320,15457,USA,48303.125
AL,36784,3060,152414,USA,49808.49673202614
AL,36785,460,18743,USA,40745.65217391304
AL,36786,1130,30776,USA,27235.398230088496
AL,36790,100,6583,USA,65830
AL,36792,480,24028,USA,50058.333333333336
AL,36793,210,9944,USA,47352.380952380954
AL,36801,9790,559225,USA,57122.0633299285
AL,36804,8240,417346,USA,50648.78640776699
AL,36830,16600,1485585,USA,89493.07228915663
AL,36832,8490,429698,USA,50612.24970553593
AL,36850,1040,36607,USA,35199.03846153846
AL,36852,990,38624,USA,39014.14141414141
AL,36853,3580,261990,USA,73181.56424581006
AL,36854,6650,289345,USA,43510.52631578947
AL,36855,490,23233,USA,47414.28571428572
AL,36856,2960,139343,USA,47075.33783783784
AL,36858,210,8098,USA,38561.90476190476
AL,36860,580,18147,USA,31287.931034482757
AL,36861,1290,87661,USA,67954.26356589147
AL,36862,2290,91650,USA,40021.83406113537
AL,36863,4620,186669,USA,40404.545454545456
AL,36866,1590,68008,USA,42772.32704402516
AL,36867,8660,409178,USA,47249.19168591224
AL,36869,7970,283141,USA,35525.84692597239
AL,36870,7560,358477,USA,47417.59259259259
AL,36871,430,20130,USA,46813.95348837209
AL,36874,3660,219136,USA,59873.22404371585
AL,36875,1880,90350,USA,48058.51063829787
AL,36877,5060,280151,USA,55365.81027667984
AL,36879,1060,87563,USA,82606.60377358491
AL,36904,1450,76467,USA,52735.862068965514
AL,36907,630,23291,USA,36969.84126984127
