state,zipcode,total_pop,total_income,country,avg_income
IA,52638,260,14037,USA,53988.46153846154
IA,52639,880,43183,USA,49071.59090909091
IA,52640,590,31650,USA,53644.06779661017
IA,52641,5210,303999,USA,58349.13627639155
IA,52644,190,9961,USA,52426.31578947369
IA,52645,1440,81041,USA,56278.47222222222
IA,52646,180,10889,USA,60494.444444444445
IA,52649,420,24245,USA,57726.19047619047
IA,52650,420,27648,USA,65828.57142857143
IA,52651,250,12709,USA,50836
IA,52653,1530,86847,USA,56762.74509803922
IA,52654,680,35127,USA,51657.35294117647
IA,52655,2040,116364,USA,57041.17647058824
IA,52656,1090,79259,USA,72714.67889908257
IA,52658,520,34947,USA,67205.76923076923
IA,52659,640,35393,USA,55301.5625
IA,52660,110,7064,USA,64218.181818181816
IA,52720,420,23779,USA,56616.666666666664
IA,52721,370,22386,USA,60502.7027027027
IA,52722,19010,2044977,USA,107573.75065754866
IA,52726,2220,177036,USA,79745.94594594595
IA,52727,190,11942,USA,62852.63157894737
IA,52729,420,23086,USA,54966.666666666664
IA,52730,2400,134989,USA,56245.416666666664
IA,52731,400,23812,USA,59530
IA,52732,11840,610153,USA,51533.19256756757
IA,52737,190,7986,USA,42031.57894736842
IA,52738,1570,87094,USA,55473.88535031847
IA,52739,500,16210,USA,32420
IA,52742,3580,257455,USA,71914.80446927375
IA,52745,300,18913,USA,63043.333333333336
IA,52746,460,30587,USA,66493.47826086957
IA,52747,1080,70912,USA,65659.25925925926
IA,52748,4540,370375,USA,81580.39647577092
IA,52749,460,30106,USA,65447.82608695652
IA,52750,260,14989,USA,57650
IA,52751,510,29353,USA,57554.901960784315
IA,52753,2780,292953,USA,105378.77697841727
IA,52754,580,38178,USA,65824.13793103448
IA,52755,950,57107,USA,60112.63157894737
IA,52756,1020,84856,USA,83192.1568627451
IA,52760,280,19060,USA,68071.42857142857
IA,52761,14270,851992,USA,59705.11562718991
IA,52765,200,13450,USA,67250
IA,52766,370,21392,USA,57816.21621621621
IA,52768,660,45486,USA,68918.18181818182
IA,52769,290,18498,USA,63786.206896551725
IA,52772,2380,158682,USA,66673.10924369747
IA,52773,1130,73752,USA,65267.25663716814
IA,52776,2280,132327,USA,58038.15789473684
IA,52777,630,33941,USA,53874.60317460317
IA,52778,1860,116076,USA,62406.45161290323
IA,52801,650,28621,USA,44032.307692307695
IA,52802,4450,156958,USA,35271.4606741573
IA,52803,10000,568172,USA,56817.2
IA,52804,12390,629813,USA,50832.36481033091
IA,52806,13150,717510,USA,54563.498098859316
IA,52807,7500,663105,USA,88414
IA,99999,14740,815333,USA,55314.314789687924
ID,0,769530,50804356,USA,66019.98102738035
ID,83201,15650,858360,USA,54847.28434504792
ID,83202,9130,487612,USA,53407.66703176342
ID,83204,7520,423205,USA,56277.26063829787
ID,83210,1270,63755,USA,50200.7874015748
ID,83211,2650,135996,USA,51319.24528301887
ID,83213,540,27224,USA,50414.81481481482
ID,83214,250,13092,USA,52368
ID,83217,320,15177,USA,47428.125
ID,83221,10770,589044,USA,54693.03621169917
ID,83226,1020,50676,USA,49682.35294117647
ID,83228,230,11658,USA,50686.95652173913
ID,83232,200,10569,USA,52845
ID,83234,450,20457,USA,45460
ID,83236,950,82605,USA,86952.63157894737
ID,83237,590,31351,USA,53137.28813559322
ID,83241,750,42273,USA,56364
ID,83244,130,7080,USA,54461.53846153846
ID,83245,940,63019,USA,67041.48936170213
ID,83246,480,27980,USA,58291.666666666664
ID,83250,700,36960,USA,52800
ID,83251,510,29365,USA,57578.43137254902
ID,83252,1760,87661,USA,49807.38636363637
ID,83254,1530,78029,USA,50999.34640522876
ID,83255,400,22709,USA,56772.5
ID,83262,550,31325,USA,56954.545454545456
ID,83263,3910,210341,USA,53795.65217391304
ID,83271,180,9705,USA,53916.666666666664
ID,83272,110,6653,USA,60481.818181818184
ID,83274,4100,251815,USA,61418.292682926825
ID,83276,1710,109854,USA,64242.10526315789
ID,83278,190,12734,USA,67021.05263157895
ID,83286,530,26932,USA,50815.09433962264
ID,83287,110,6301,USA,57281.818181818184
ID,83301,24550,1321231,USA,53817.9633401222
ID,83311,230,17406,USA,75678.26086956522
ID,83313,1520,102429,USA,67387.5
ID,83314,370,16889,USA,45645.94594594595
ID,83316,4250,207283,USA,48772.470588235294
ID,83318,7340,395848,USA,53930.24523160763
ID,83320,410,23182,USA,56541.46341463415
ID,83321,210,8767,USA,41747.619047619046
ID,83323,760,52986,USA,69718.42105263157
ID,83324,230,9958,USA,43295.65217391304
ID,83325,400,20658,USA,51645
ID,83327,400,25832,USA,64580
ID,83328,2520,143318,USA,56872.22222222222
ID,83330,2680,136164,USA,50807.46268656717
ID,83332,1040,54332,USA,52242.307692307695
ID,83333,5120,475455,USA,92862.3046875
ID,83334,820,45846,USA,55909.756097560974
ID,83335,780,37444,USA,48005.1282051282
ID,83336,2340,113107,USA,48336.32478632479
ID,83338,8220,410805,USA,49976.277372262775
ID,83340,3600,804224,USA,223395.55555555556
ID,83341,3220,232763,USA,72286.64596273292
ID,83342,400,19187,USA,47967.5
ID,83344,420,26408,USA,62876.19047619047
ID,83346,710,32377,USA,45601.40845070423
ID,83347,1450,79755,USA,55003.44827586207
ID,83349,400,17082,USA,42705
ID,83350,5260,272592,USA,51823.574144486694
ID,83352,1370,62316,USA,45486.131386861314
ID,83355,2020,95006,USA,47032.67326732673
ID,83401,18060,991012,USA,54873.31118493909
ID,83402,11760,651137,USA,55368.792517006805
ID,83404,10790,868511,USA,80492.21501390176
ID,83406,7200,526558,USA,73133.05555555556
ID,83420,1110,57002,USA,51353.15315315315
ID,83422,2040,134739,USA,66048.5294117647
ID,83423,280,11271,USA,40253.57142857143
ID,83425,210,8489,USA,40423.80952380953
ID,83427,970,58280,USA,60082.47422680412
ID,83428,200,11199,USA,55995
ID,83429,450,27695,USA,61544.444444444445
ID,83431,390,18811,USA,48233.333333333336
ID,83434,720,37808,USA,52511.11111111111
ID,83435,190,8326,USA,43821.05263157895
ID,83436,250,10364,USA,41456
ID,83440,13230,594123,USA,44907.25623582766
ID,83442,8530,531924,USA,62359.20281359906
ID,83443,560,28548,USA,50978.57142857143
ID,83444,480,22772,USA,47441.666666666664
ID,83445,2750,129921,USA,47244
ID,83448,1010,60403,USA,59804.9504950495
ID,83449,170,14090,USA,82882.35294117648
ID,83450,430,20330,USA,47279.06976744186
ID,83451,380,15987,USA,42071.05263157895
ID,83452,700,42659,USA,60941.42857142857
ID,83455,2300,172547,USA,75020.4347826087
ID,83462,230,14402,USA,62617.391304347824
ID,83464,120,3994,USA,33283.333333333336
ID,83466,160,8698,USA,54362.5
ID,83467,2820,146147,USA,51825.17730496454
ID,83501,16410,1018125,USA,62042.961608775135
ID,83520,100,4299,USA,42990
ID,83522,800,47691,USA,59613.75
ID,83523,300,13905,USA,46350
ID,83524,420,23257,USA,55373.80952380953
ID,83525,140,7347,USA,52478.57142857143
ID,83526,110,5333,USA,48481.818181818184
ID,83530,2400,139610,USA,58170.833333333336
ID,83535,510,33965,USA,66598.03921568628
ID,83536,1520,71435,USA,46996.71052631579
ID,83537,490,28426,USA,58012.244897959186
ID,83539,760,32392,USA,42621.05263157895
ID,83540,880,36030,USA,40943.181818181816
ID,83541,420,26567,USA,63254.76190476191
ID,83543,290,15509,USA,53479.31034482759
ID,83544,2300,128793,USA,55996.95652173913
ID,83545,200,9432,USA,47160
ID,83546,220,9166,USA,41663.63636363637
ID,83547,100,4676,USA,46760
ID,83549,390,17420,USA,44666.666666666664
ID,83552,420,17757,USA,42278.57142857143
ID,83553,390,18117,USA,46453.846153846156
ID,83554,260,15441,USA,59388.46153846154
ID,83555,200,9463,USA,47315
ID,83604,280,13113,USA,46832.142857142855
ID,83605,14720,628233,USA,42678.872282608696
ID,83607,13730,806746,USA,58757.902403495995
ID,83610,400,21538,USA,53845
ID,83611,1110,63224,USA,56958.55855855856
ID,83612,860,44970,USA,52290.6976744186
ID,83615,810,54849,USA,67714.81481481482
ID,83616,14500,2244629,USA,154802
ID,83617,7300,377026,USA,51647.397260273974
ID,83619,3430,258292,USA,75303.79008746355
ID,83622,930,65472,USA,70400
ID,83623,670,26018,USA,38832.835820895525
ID,83624,490,25101,USA,51226.5306122449
ID,83626,580,31459,USA,54239.65517241379
ID,83627,290,13449,USA,46375.862068965514
ID,83628,1960,89360,USA,45591.836734693876
ID,83629,810,47408,USA,58528.39506172839
ID,83631,580,28532,USA,49193.10344827586
ID,83632,130,7508,USA,57753.846153846156
ID,83633,150,7408,USA,49386.666666666664
ID,83634,11310,680978,USA,60210.25641025641
ID,83637,100,4270,USA,42700
ID,83638,3490,301035,USA,86256.44699140401
ID,83639,1400,67843,USA,48459.28571428572
ID,83641,1420,87202,USA,61409.859154929574
ID,83642,23190,1923133,USA,82929.40922811556
ID,83644,5790,386056,USA,66676.33851468048
ID,83645,270,12660,USA,46888.88888888889
ID,83646,28310,2258030,USA,79760.86188625927
ID,83647,9480,453483,USA,47835.759493670885
ID,83648,1090,41298,USA,37888.07339449541
ID,83650,190,9495,USA,49973.68421052631
ID,83651,13670,584077,USA,42726.9202633504
ID,83654,770,46821,USA,60806.493506493505
ID,83655,1880,100764,USA,53597.87234042553
ID,83660,2570,153134,USA,59585.2140077821
ID,83661,4320,196431,USA,45470.13888888889
ID,83669,5550,461647,USA,83179.63963963964
ID,83670,230,11739,USA,51039.13043478261
ID,83672,3460,167296,USA,48351.4450867052
ID,83676,2070,107199,USA,51786.95652173913
ID,83686,22720,1320335,USA,58113.336267605635
ID,83687,14930,809167,USA,54197.38780977897
ID,83702,11650,1425395,USA,122351.50214592274
ID,83703,8530,631602,USA,74044.78311840563
ID,83704,19840,985405,USA,49667.590725806454
ID,83705,14100,701212,USA,49731.34751773049
ID,83706,15560,1230427,USA,79076.2853470437
ID,83709,27210,1839681,USA,67610.47409040794
ID,83712,4270,615988,USA,144259.48477751756
ID,83713,13920,891850,USA,64069.683908045976
ID,83714,12360,1019413,USA,82476.77993527509
ID,83716,9290,1121904,USA,120764.69321851453
ID,83801,3250,215979,USA,66455.07692307692
ID,83803,390,21972,USA,56338.46153846154
ID,83804,690,36933,USA,53526.086956521736
ID,83805,3830,196812,USA,51386.945169712795
ID,83809,200,10707,USA,53535
ID,83810,500,28014,USA,56028
ID,83811,590,27972,USA,47410.16949152543
ID,83813,630,35775,USA,56785.71428571428
ID,83814,12210,923426,USA,75628.66502866503
ID,83815,17170,1073798,USA,62539.196272568435
ID,83821,150,10984,USA,73226.66666666667
ID,83822,700,29825,USA,42607.142857142855
ID,83823,610,43617,USA,71503.27868852459
ID,83824,110,4546,USA,41327.27272727273
ID,83830,280,12123,USA,43296.42857142857
ID,83832,730,49286,USA,67515.06849315068
ID,83833,630,57217,USA,90820.63492063493
ID,83835,11360,891966,USA,78518.1338028169
ID,83836,490,39931,USA,81491.83673469388
ID,83837,1330,53538,USA,40254.13533834586
ID,83839,580,33815,USA,58301.724137931036
ID,83843,11540,711047,USA,61615.85788561525
ID,83845,660,33489,USA,50740.90909090909
ID,83846,310,13444,USA,43367.74193548387
ID,83847,740,38566,USA,52116.21621621621
ID,83848,110,9419,USA,85627.27272727272
ID,83850,1060,51107,USA,48214.15094339623
ID,83851,710,31239,USA,43998.59154929577
ID,83852,810,36014,USA,44461.72839506173
ID,83854,20430,1218419,USA,59638.71757219775
ID,83855,950,53143,USA,55940
ID,83856,2650,143246,USA,54055.09433962264
ID,83857,360,21267,USA,59075
ID,83858,7520,464189,USA,61727.26063829787
ID,83860,3010,210742,USA,70013.95348837209
ID,83861,2760,143756,USA,52085.507246376816
ID,83864,8870,579919,USA,65379.819616685454
ID,83868,350,11370,USA,32485.714285714286
ID,83869,2310,126537,USA,54777.92207792208
ID,83870,130,5773,USA,44407.692307692305
ID,83871,920,62491,USA,67925
ID,83872,340,25275,USA,74338.23529411765
ID,83873,610,27040,USA,44327.86885245902
ID,83876,680,44033,USA,64754.41176470588
ID,99999,15380,1339220,USA,87075.42262678803
IL,0,6049320,491437144,USA,81238.41092883167
IL,60002,11890,974085,USA,81924.72666105971
IL,60004,26490,2950351,USA,111376.02869007172
IL,60005,15580,1587983,USA,101924.45442875482
IL,60007,18480,1389136,USA,75169.69696969698
IL,60008,11670,798546,USA,68427.24935732648
IL,60010,22020,5689831,USA,258393.77838328792
IL,60012,5320,621974,USA,116912.40601503759
IL,60013,13330,1205724,USA,90451.91297824457
IL,60014,24220,2031849,USA,83891.37076796037
IL,60015,13790,3184962,USA,230961.71138506164
IL,60016,31820,1911734,USA,60079.63544940289
IL,60018,15180,914025,USA,60212.450592885376
IL,60020,5470,339557,USA,62076.234003656304
IL,60021,2810,240542,USA,85602.13523131673
IL,60022,3930,2479130,USA,630821.8829516539
IL,60025,20300,3356144,USA,165327.2906403941
IL,60026,6870,1378503,USA,200655.45851528386
IL,60030,18580,1657771,USA,89223.41227125943
IL,60031,19330,1726345,USA,89309.10501810657
IL,60033,6290,335515,USA,53341.017488076315
IL,60034,1000,55499,USA,55499
IL,60035,15030,5423212,USA,360825.81503659347
IL,60040,2370,163269,USA,68889.87341772152
IL,60041,4710,312111,USA,66265.6050955414
IL,60042,4540,284181,USA,62594.93392070485
IL,60043,1150,1207604,USA,1050090.4347826086
IL,60044,4960,1025002,USA,206653.62903225806
IL,60045,10140,6217762,USA,613191.5187376726
IL,60046,17250,1492250,USA,86507.2463768116
IL,60047,20540,3557791,USA,173212.80428432327
IL,60048,14610,3024716,USA,207030.52703627653
IL,60050,15940,1084367,USA,68028.0426599749
IL,60051,12910,954062,USA,73901.00697134004
IL,60053,12430,963859,USA,77542.96057924377
IL,60056,28140,2228885,USA,79207.00071073206
IL,60060,18910,1708909,USA,90370.65044949763
IL,60061,13160,1523723,USA,115784.42249240121
IL,60062,21600,4212044,USA,195002.03703703705
IL,60064,6280,208488,USA,33198.72611464968
IL,60067,20400,2759262,USA,135257.9411764706
IL,60068,19690,2936448,USA,149133.97663788724
IL,60069,4650,946709,USA,203593.33333333334
IL,60070,7900,636837,USA,80612.27848101266
IL,60071,2020,154876,USA,76671.28712871287
IL,60072,520,53769,USA,103401.92307692308
IL,60073,28400,1557706,USA,54848.80281690141
IL,60074,19220,1245893,USA,64822.736732570236
IL,60076,16830,1396763,USA,82992.45395127748
IL,60077,13920,971366,USA,69782.04022988505
IL,60081,4700,443854,USA,94437.02127659574
IL,60083,5010,532840,USA,106355.28942115768
IL,60084,8440,726521,USA,86080.68720379147
IL,60085,31100,1183856,USA,38066.10932475884
IL,60087,13790,652172,USA,47293.11094996374
IL,60088,1700,64198,USA,37763.529411764706
IL,60089,21290,2294931,USA,107793.84687646783
IL,60090,19870,1182196,USA,59496.52742828384
IL,60091,13230,3799640,USA,287198.79062736203
IL,60093,9740,6279394,USA,644701.6427104722
IL,60096,3460,244074,USA,70541.61849710983
IL,60097,5430,320065,USA,58943.83057090239
IL,60098,15960,1191531,USA,74657.33082706766
IL,60099,14440,669060,USA,46333.79501385042
IL,60101,18690,1115774,USA,59698.983413590155
IL,60102,16390,1394275,USA,85068.639414277
IL,60103,20790,1852919,USA,89125.49302549302
IL,60104,9880,396864,USA,40168.42105263158
IL,60106,9780,516331,USA,52794.58077709612
IL,60107,20490,1194168,USA,58280.527086383605
IL,60108,11810,1038659,USA,87947.41744284505
IL,60110,17960,921308,USA,51297.7728285078
IL,60111,130,10552,USA,81169.23076923077
IL,60112,2140,122650,USA,57313.08411214953
IL,60115,17250,932847,USA,54078.086956521736
IL,60118,8700,785499,USA,90287.24137931035
IL,60119,5330,547270,USA,102677.29831144465
IL,60120,24380,1168610,USA,47933.141919606234
IL,60123,23030,1194944,USA,51886.40903169778
IL,60124,11590,1273028,USA,109838.48144952545
IL,60126,22590,3554330,USA,157340.85878707393
IL,60129,120,6319,USA,52658.333333333336
IL,60130,7810,481925,USA,61706.145966709344
IL,60131,9260,448028,USA,48383.15334773218
IL,60133,18190,908329,USA,49935.623969213855
IL,60134,14800,1951873,USA,131883.3108108108
IL,60135,3700,226064,USA,61098.37837837838
IL,60136,3780,336981,USA,89148.41269841269
IL,60137,18720,2829591,USA,151153.36538461538
IL,60139,16380,829850,USA,50662.393162393164
IL,60140,10020,787218,USA,78564.67065868263
IL,60142,14650,1213408,USA,82826.48464163822
IL,60143,5780,572700,USA,99083.04498269896
IL,60145,1190,85780,USA,72084.03361344538
IL,60146,1250,73442,USA,58753.6
IL,60148,26830,2081861,USA,77594.52105851659
IL,60150,820,49690,USA,60597.560975609755
IL,60151,1970,148516,USA,75388.83248730964
IL,60152,6100,423884,USA,69489.18032786885
IL,60153,10770,398372,USA,36989.04363974002
IL,60154,9430,690548,USA,73228.8441145281
IL,60155,4310,192333,USA,44624.82598607889
IL,60156,14140,1074183,USA,75967.68033946252
IL,60157,1370,174144,USA,127112.40875912408
IL,60160,11220,473050,USA,42161.31907308378
IL,60162,4330,214523,USA,49543.41801385681
IL,60163,2810,141661,USA,50413.167259786474
IL,60164,10830,488613,USA,45116.62049861496
IL,60165,1950,69308,USA,35542.5641025641
IL,60169,16920,1030892,USA,60927.4231678487
IL,60171,5500,256931,USA,46714.72727272727
IL,60172,13020,1058760,USA,81317.97235023041
IL,60173,7040,635962,USA,90335.51136363637
IL,60174,16210,1764670,USA,108863.04750154226
IL,60175,11730,1854552,USA,158103.32480818414
IL,60176,6000,270330,USA,45055
IL,60177,11800,883125,USA,74841.10169491525
IL,60178,10980,829955,USA,75587.88706739526
IL,60180,810,61821,USA,76322.22222222222
IL,60181,14960,1020260,USA,68199.19786096257
IL,60184,1250,281122,USA,224897.6
IL,60185,16630,1176173,USA,70725.9771497294
IL,60187,13460,1714009,USA,127340.93610698366
IL,60188,21750,1550323,USA,71279.2183908046
IL,60189,15560,2055729,USA,132116.25964010283
IL,60190,5970,645626,USA,108145.05862646566
IL,60191,7780,506236,USA,65068.894601542415
IL,60192,7880,836264,USA,106124.8730964467
IL,60193,20710,1563157,USA,75478.3679381941
IL,60194,10160,746513,USA,73475.68897637795
IL,60195,2630,199685,USA,75925.85551330798
IL,60201,18230,2931922,USA,160829.51179374658
IL,60202,16530,1705947,USA,103203.08529945553
IL,60203,2270,355449,USA,156585.46255506607
IL,60301,1610,147903,USA,91865.21739130435
IL,60302,15840,2295192,USA,144898.48484848483
IL,60304,8080,850044,USA,105203.46534653465
IL,60305,5210,1278728,USA,245437.23608445298
IL,60401,4040,273696,USA,67746.53465346535
IL,60402,29900,1448474,USA,48443.946488294314
IL,60403,9200,476092,USA,51749.13043478261
IL,60404,9840,887353,USA,90178.15040650406
IL,60406,10810,420346,USA,38884.92136910268
IL,60407,810,40312,USA,49767.9012345679
IL,60408,2820,170157,USA,60339.36170212766
IL,60409,16630,632537,USA,38035.89897775105
IL,60410,6640,536491,USA,80796.8373493976
IL,60411,23870,962696,USA,40330.7917888563
IL,60415,6450,284683,USA,44136.8992248062
IL,60416,4640,322993,USA,69610.56034482758
IL,60417,7790,561549,USA,72085.87933247753
IL,60419,10520,398834,USA,37911.977186311786
IL,60420,2270,139146,USA,61297.797356828196
IL,60421,1950,137803,USA,70668.20512820513
IL,60422,4880,573381,USA,117496.10655737705
IL,60423,16050,1860688,USA,115930.71651090342
IL,60424,1080,66146,USA,61246.2962962963
IL,60425,4540,219922,USA,48440.96916299559
IL,60426,10000,305835,USA,30583.5
IL,60428,5240,182923,USA,34908.96946564886
IL,60429,7140,318401,USA,44593.97759103641
IL,60430,10110,767554,USA,75920.27695351138
IL,60431,12880,898652,USA,69771.11801242236
IL,60432,8770,347686,USA,39644.925883694414
IL,60433,7380,291512,USA,39500.271002710026
IL,60435,23680,1234354,USA,52126.43581081081
IL,60436,8310,345774,USA,41609.38628158845
IL,60438,14300,703470,USA,49193.706293706295
IL,60439,12130,1602409,USA,132102.96784830999
IL,60440,25700,1431342,USA,55694.24124513619
IL,60441,16990,1243272,USA,73176.6921718658
IL,60442,5450,468176,USA,85903.85321100918
IL,60443,10580,579341,USA,54758.12854442344
IL,60444,850,56724,USA,66734.11764705883
IL,60445,7630,391046,USA,51251.114023591086
IL,60446,20090,1085327,USA,54023.24539571926
IL,60447,7170,543851,USA,75850.90655509065
IL,60448,13010,1341455,USA,103109.53112990008
IL,60449,4470,353748,USA,79138.25503355704
IL,60450,10290,795875,USA,77344.50923226433
IL,60451,18110,1637198,USA,90402.9817780232
IL,60452,13790,878224,USA,63685.56925308194
IL,60453,29020,1807905,USA,62298.587181254305
IL,60455,7570,355437,USA,46953.36856010568
IL,60456,2320,105989,USA,45684.91379310345
IL,60457,6870,393286,USA,57246.870451237264
IL,60458,6440,286918,USA,44552.48447204969
IL,60459,13990,673434,USA,48136.81200857755
IL,60460,700,40058,USA,57225.71428571428
IL,60461,2480,234699,USA,94636.69354838709
IL,60462,21080,1819383,USA,86308.49146110057
IL,60463,7530,788898,USA,104767.33067729084
IL,60464,5010,707739,USA,141265.26946107784
IL,60465,9190,525052,USA,57132.97062023939
IL,60466,10380,433133,USA,41727.649325626204
IL,60467,13780,1558804,USA,113120.75471698113
IL,60468,3040,213195,USA,70129.93421052632
IL,60469,2510,104624,USA,41682.86852589641
IL,60470,280,18381,USA,65646.42857142857
IL,60471,6300,298499,USA,47380.793650793654
IL,60472,1770,52159,USA,29468.361581920904
IL,60473,11530,589965,USA,51167.82307025152
IL,60475,4650,215604,USA,46366.45161290323
IL,60476,1250,64155,USA,51324
IL,60477,20100,1394727,USA,69389.40298507463
IL,60478,8150,374189,USA,45912.76073619632
IL,60479,340,24881,USA,73179.41176470589
IL,60480,2880,277878,USA,96485.41666666667
IL,60481,5710,377652,USA,66138.70402802102
IL,60482,5510,257268,USA,46691.107078039924
IL,60484,2940,114772,USA,39038.09523809524
IL,60487,13340,1121637,USA,84080.73463268366
IL,60490,10180,891139,USA,87538.21218074656
IL,60491,11570,1191932,USA,103019.18755401901
IL,60501,5120,199690,USA,39001.953125
IL,60502,10620,1202685,USA,113247.17514124294
IL,60503,7370,625128,USA,84820.62415196744
IL,60504,18410,1280568,USA,69558.28354155351
IL,60505,25600,941884,USA,36792.34375
IL,60506,24940,1317299,USA,52818.72493985565
IL,60510,14090,1446994,USA,102696.52235628106
IL,60511,870,88027,USA,101180.45977011495
IL,60512,560,48543,USA,86683.92857142857
IL,60513,9650,682022,USA,70675.85492227979
IL,60514,4830,946659,USA,195995.65217391305
IL,60515,14580,1887884,USA,129484.49931412895
IL,60516,14910,1476890,USA,99053.65526492287
IL,60517,17180,1328417,USA,77323.45750873108
IL,60518,1630,94682,USA,58087.11656441718
IL,60520,1400,98521,USA,70372.14285714286
IL,60521,8210,3368980,USA,410350.7917174178
IL,60523,5390,1734087,USA,321723.0055658627
IL,60525,16250,1932141,USA,118900.98461538462
IL,60526,6830,722867,USA,105837.04245973646
IL,60527,14820,2292073,USA,154660.79622132253
IL,60530,320,19481,USA,60878.125
IL,60531,900,56601,USA,62890
IL,60532,14790,1423053,USA,96217.24137931035
IL,60534,5150,234136,USA,45463.30097087379
IL,60538,13410,781900,USA,58307.23340790455
IL,60540,20610,3456049,USA,167687.96700630762
IL,60541,1420,114408,USA,80569.01408450704
IL,60542,9110,712272,USA,78185.72996706916
IL,60543,18630,1544977,USA,82929.52227589909
IL,60544,13690,1023351,USA,74751.71658144631
IL,60545,6420,373565,USA,58187.69470404984
IL,60546,8200,800594,USA,97633.41463414633
IL,60548,6030,363863,USA,60342.12271973466
IL,60549,370,25595,USA,69175.67567567568
IL,60550,600,39351,USA,65585
IL,60551,1760,115097,USA,65396.02272727273
IL,60552,2180,155001,USA,71101.37614678899
IL,60553,350,24175,USA,69071.42857142857
IL,60554,6030,650328,USA,107848.75621890547
IL,60555,7310,580457,USA,79405.88235294117
IL,60556,1010,61259,USA,60652.47524752475
IL,60558,6430,1579055,USA,245576.20528771385
IL,60559,12470,956214,USA,76681.15477145149
IL,60560,12410,1023428,USA,82468.00966962127
IL,60561,12670,1160381,USA,91584.92501973164
IL,60563,18410,1963804,USA,106670.505160239
IL,60564,20340,2980129,USA,146515.68338249755
IL,60565,19310,2589376,USA,134095.0802692905
IL,60585,10660,1186460,USA,111300.18761726079
IL,60586,22610,1562282,USA,69096.9482529854
IL,60601,8050,2400353,USA,298180.49689440994
IL,60602,1300,544011,USA,418470
IL,60603,1310,868373,USA,662880.1526717558
IL,60604,620,404015,USA,651637.0967741936
IL,60605,15640,2159353,USA,138066.0485933504
IL,60606,2780,1600768,USA,575815.8273381295
IL,60607,13750,2148831,USA,156278.6181818182
IL,60608,30730,1432564,USA,46617.76765375854
IL,60609,24030,978189,USA,40706.991260923845
IL,60610,24060,5119294,USA,212771.9866999169
IL,60611,20570,6633511,USA,322484.7350510452
IL,60612,14220,792427,USA,55726.23066104079
IL,60613,29190,3230123,USA,110658.54744775608
IL,60614,36050,9565670,USA,265344.5214979196
IL,60615,18740,1358824,USA,72509.28495197439
IL,60616,24790,1670681,USA,67393.34409035901
IL,60617,33780,1360523,USA,40275.99171107164
IL,60618,44160,3820859,USA,86523.07518115942
IL,60619,27750,1071924,USA,38627.89189189189
IL,60620,29830,1044500,USA,35015.08548441167
IL,60621,10290,264370,USA,25691.933916423714
IL,60622,29310,3346290,USA,114168.88433981576
IL,60623,31050,951895,USA,30656.84380032206
IL,60624,14030,398819,USA,28426.15823235923
IL,60625,36150,2486025,USA,68769.70954356846
IL,60626,23080,1146630,USA,49680.675909878686
IL,60628,28330,1016911,USA,35895.199435227674
IL,60629,48090,1796632,USA,37359.78373882304
IL,60630,27060,1683589,USA,62216.88839615669
IL,60631,15340,1390194,USA,90625.42372881356
IL,60632,36720,1326559,USA,36126.33442265795
IL,60633,5770,274224,USA,47525.823223570194
IL,60634,38160,1987713,USA,52088.91509433962
IL,60636,13240,357222,USA,26980.51359516616
IL,60637,18340,1075046,USA,58617.557251908394
IL,60638,27760,1674129,USA,60307.240634005764
IL,60639,38380,1344438,USA,35029.650859822825
IL,60640,35240,2739873,USA,77748.95005675369
IL,60641,33820,1769032,USA,52307.27380248374
IL,60642,11860,1272360,USA,107281.61888701518
IL,60643,23700,1555935,USA,65651.26582278482
IL,60644,18110,542027,USA,29929.707344008835
IL,60645,20870,1227001,USA,58792.57307139435
IL,60646,13820,1459988,USA,105643.12590448625
IL,60647,44350,3611873,USA,81440.20293122887
IL,60649,18590,709167,USA,38147.76761699838
IL,60651,26740,875940,USA,32757.66641735228
IL,60652,20290,993619,USA,48970.87235091178
IL,60653,13380,655602,USA,48998.65470852018
IL,60654,14000,2966179,USA,211869.92857142858
IL,60655,14080,1221493,USA,86753.76420454546
IL,60656,14590,963778,USA,66057.43660041124
IL,60657,40770,5629986,USA,138091.3907284768
IL,60659,17840,899179,USA,50402.410313901346
IL,60660,21540,1375416,USA,63854.038997214484
IL,60661,7230,1032547,USA,142814.24619640387
IL,60706,12440,774435,USA,62253.61736334405
IL,60707,21500,1200849,USA,55853.441860465115
IL,60712,6440,799996,USA,124222.98136645963
IL,60714,15530,977564,USA,62946.81262073406
IL,60803,11150,576805,USA,51731.390134529145
IL,60804,34150,1219270,USA,35703.36749633968
IL,60805,10050,700994,USA,69750.64676616916
IL,60827,11130,344141,USA,30920.12578616352
IL,60901,14950,752407,USA,50328.227424749166
IL,60911,630,38556,USA,61200
IL,60912,220,8790,USA,39954.545454545456
IL,60913,730,54884,USA,75183.56164383562
IL,60914,13210,935091,USA,70786.60105980319
IL,60915,5030,229491,USA,45624.45328031809
IL,60917,260,15534,USA,59746.153846153844
IL,60918,440,25738,USA,58495.454545454544
IL,60919,220,13932,USA,63327.27272727273
IL,60921,640,34480,USA,53875
IL,60922,1130,61983,USA,54852.21238938053
IL,60924,780,44651,USA,57244.8717948718
IL,60927,1050,65979,USA,62837.142857142855
IL,60928,350,19809,USA,56597.142857142855
